gene	log2FoldChange	pvalue	padj	high_expression	median_expression	group
11715583_s_at	1.09953567355091	0.141622282418888	0.524501760885119	TRUE	3.90689059560852	Single Group Analysis
11753900_x_at	1.09953567355091	0.0859062953782268	0.615970787165687	TRUE	3.90689059560852	Single Group Analysis
11715106_x_at	1	0.282913826874923	0.361386381335091	TRUE	3.8073549220576	Single Group Analysis
11715238_x_at	1	0.984873379494529	0.337692339253146	TRUE	3.8073549220576	Single Group Analysis
11715348_x_at	1	0.145871753697749	0.806838167181704	TRUE	3.8073549220576	Single Group Analysis
11715411_a_at	1	0.307134716819972	0.0859795147459954	TRUE	3.8073549220576	Single Group Analysis
11715435_s_at	1	0.0152073250464164	0.594733200092334	TRUE	3.8073549220576	Single Group Analysis
11715482_a_at	1	0.924667131335475	0.0279527088436298	TRUE	3.8073549220576	Single Group Analysis
11715584_a_at	1	0.674776718895417	0.686447126051877	TRUE	3.8073549220576	Single Group Analysis
11717190_s_at	1	0.387619287596084	0.969411770580336	TRUE	3.8073549220576	Single Group Analysis
11717582_a_at	1	0.643607411679346	0.0922338331840001	TRUE	3.8073549220576	Single Group Analysis
11722293_a_at	1	0.020730621623341	0.222406084454153	TRUE	3.8073549220576	Single Group Analysis
11725023_a_at	1	0.156474195594434	0.205646982706618	TRUE	3.8073549220576	Single Group Analysis
11725937_a_at	1	0.0627727673598565	0.114692395534366	TRUE	3.8073549220576	Single Group Analysis
11726044_a_at	1	0.988789007820655	0.95351054082904	TRUE	3.8073549220576	Single Group Analysis
11743135_s_at	1	0.558225820468273	0.953415283269249	TRUE	3.8073549220576	Single Group Analysis
11754061_x_at	1	0.437663126446307	0.524782329285983	TRUE	3.8073549220576	Single Group Analysis
11755280_x_at	1	0.654901045987848	0.829241315363441	TRUE	3.8073549220576	Single Group Analysis
11755933_x_at	1	0.804600107837468	0.120381963198073	TRUE	3.8073549220576	Single Group Analysis
11759642_x_at	1	0.736987952935509	0.983100677035749	TRUE	3.8073549220576	Single Group Analysis
11761515_s_at	1	0.47619697897369	0.0884768866719678	TRUE	3.8073549220576	Single Group Analysis
11715691_s_at	0.946542398041744	0.269478347428609	0.343930846183561	TRUE	3.75389732009935	Single Group Analysis
11717977_a_at	0.946542398041744	0.16342058199551	0.998931837358978	TRUE	3.75389732009935	Single Group Analysis
11718064_a_at	0.946542398041744	0.885555090366863	0.591702729917597	TRUE	3.75389732009935	Single Group Analysis
11718318_a_at	0.946542398041744	0.755763759194873	0.790526250913274	TRUE	3.75389732009935	Single Group Analysis
11727454_at	0.946542398041744	0.384517835031264	0.456007703729905	TRUE	3.75389732009935	Single Group Analysis
11734773_x_at	0.946542398041744	0.259944457745645	0.329313926270697	TRUE	3.75389732009935	Single Group Analysis
11739435_a_at	0.946542398041744	0.62251852146443	0.533593682379927	TRUE	3.75389732009935	Single Group Analysis
11743036_s_at	0.946542398041744	0.357028023360763	0.135248899931554	TRUE	3.75389732009935	Single Group Analysis
11715239_x_at	0.893084796083488	0.151221656504087	0.985286134060007	TRUE	3.70043971814109	Single Group Analysis
11715316_x_at	0.893084796083488	0.370526138646994	0.120960884983186	TRUE	3.70043971814109	Single Group Analysis
11715403_a_at	0.893084796083488	0.427366919056978	0.902860802386887	TRUE	3.70043971814109	Single Group Analysis
11715414_x_at	0.893084796083488	0.296920632327441	0.120652549199294	TRUE	3.70043971814109	Single Group Analysis
11715440_a_at	0.893084796083488	0.545736302118283	0.475289279095363	TRUE	3.70043971814109	Single Group Analysis
11715461_at	0.893084796083488	0.0450413880199194	0.527523862899747	TRUE	3.70043971814109	Single Group Analysis
11715469_s_at	0.893084796083488	0.43936244920548	0.869971555131487	TRUE	3.70043971814109	Single Group Analysis
11715568_a_at	0.893084796083488	0.66074650569167	0.385862300213426	TRUE	3.70043971814109	Single Group Analysis
11715602_s_at	0.893084796083488	0.0649209432816133	0.986953534750268	TRUE	3.70043971814109	Single Group Analysis
11715670_a_at	0.893084796083488	0.360392271890771	0.731185639226343	TRUE	3.70043971814109	Single Group Analysis
11715757_a_at	0.893084796083488	0.672062205843627	0.776278309862129	TRUE	3.70043971814109	Single Group Analysis
11715765_a_at	0.893084796083488	0.242705102658365	0.530822057733312	TRUE	3.70043971814109	Single Group Analysis
11715796_s_at	0.893084796083488	0.757426728452556	0.285498805976007	TRUE	3.70043971814109	Single Group Analysis
11715889_a_at	0.893084796083488	0.762012440690771	0.421393074912019	TRUE	3.70043971814109	Single Group Analysis
11715893_s_at	0.893084796083488	0.188983473821543	0.51838698482234	TRUE	3.70043971814109	Single Group Analysis
11715903_at	0.893084796083488	0.290685857411008	0.260245252124034	TRUE	3.70043971814109	Single Group Analysis
11715943_x_at	0.893084796083488	0.260957362031564	0.233708288383204	TRUE	3.70043971814109	Single Group Analysis
11716033_at	0.893084796083488	0.306727304325439	0.664780681984499	TRUE	3.70043971814109	Single Group Analysis
11716093_a_at	0.893084796083488	0.0447309546773322	0.850456509888172	TRUE	3.70043971814109	Single Group Analysis
11716109_a_at	0.893084796083488	0.0684844945101067	0.374869497229345	TRUE	3.70043971814109	Single Group Analysis
11716579_a_at	0.893084796083488	0.370020080478862	0.753897963191383	TRUE	3.70043971814109	Single Group Analysis
11716583_a_at	0.893084796083488	0.775574945243075	0.89284908130439	TRUE	3.70043971814109	Single Group Analysis
11716608_a_at	0.893084796083488	0.743437285543885	0.600482133523561	TRUE	3.70043971814109	Single Group Analysis
11716638_s_at	0.893084796083488	0.345501520999707	0.139478882526979	TRUE	3.70043971814109	Single Group Analysis
11716715_a_at	0.893084796083488	0.337809150988702	0.686333643874154	TRUE	3.70043971814109	Single Group Analysis
11716828_a_at	0.893084796083488	0.576194610828534	0.843776570370886	TRUE	3.70043971814109	Single Group Analysis
11717299_at	0.893084796083488	0.791360168171115	0.767400147653185	TRUE	3.70043971814109	Single Group Analysis
11717305_a_at	0.893084796083488	0.232866049670614	0.773801732510794	TRUE	3.70043971814109	Single Group Analysis
11717326_at	0.893084796083488	0.295311624957249	0.621366599948145	TRUE	3.70043971814109	Single Group Analysis
11717514_a_at	0.893084796083488	0.0342850073431619	0.13654627820896	TRUE	3.70043971814109	Single Group Analysis
11717564_a_at	0.893084796083488	0.109561122848652	0.672707922569476	TRUE	3.70043971814109	Single Group Analysis
11717829_s_at	0.893084796083488	0.326418955320492	0.972516900321003	TRUE	3.70043971814109	Single Group Analysis
11717860_a_at	0.893084796083488	0.46420352523867	0.326162369774189	TRUE	3.70043971814109	Single Group Analysis
11717986_a_at	0.893084796083488	0.955055882052984	0.688658635837957	TRUE	3.70043971814109	Single Group Analysis
11718230_a_at	0.893084796083488	0.566912502313498	0.325707918939181	TRUE	3.70043971814109	Single Group Analysis
11718398_a_at	0.893084796083488	0.203157469596714	0.962185318848584	TRUE	3.70043971814109	Single Group Analysis
11718977_a_at	0.893084796083488	0.983991154718678	0.578023922973778	TRUE	3.70043971814109	Single Group Analysis
11718981_a_at	0.893084796083488	0.383121460209135	0.133973929538857	TRUE	3.70043971814109	Single Group Analysis
11719472_s_at	0.893084796083488	0.174836246027611	0.680137277030386	TRUE	3.70043971814109	Single Group Analysis
11719930_a_at	0.893084796083488	0.927505084566306	0.350841754866764	TRUE	3.70043971814109	Single Group Analysis
11720644_a_at	0.893084796083488	0.641741128638852	0.410293119837064	TRUE	3.70043971814109	Single Group Analysis
11721454_a_at	0.893084796083488	0.0775896048089489	0.915361688496545	TRUE	3.70043971814109	Single Group Analysis
11721466_s_at	0.893084796083488	0.611632609625347	0.255745009070728	TRUE	3.70043971814109	Single Group Analysis
11721625_s_at	0.893084796083488	0.155144928708673	0.0986317891976796	TRUE	3.70043971814109	Single Group Analysis
11721805_at	0.893084796083488	0.795630594588816	0.0569033036562614	TRUE	3.70043971814109	Single Group Analysis
11722300_a_at	0.893084796083488	0.685158552548382	0.192890313639306	TRUE	3.70043971814109	Single Group Analysis
11722312_a_at	0.893084796083488	0.749986990297679	0.697979861603584	TRUE	3.70043971814109	Single Group Analysis
11722352_s_at	0.893084796083488	0.309690460223705	0.430021913212724	TRUE	3.70043971814109	Single Group Analysis
11722995_at	0.893084796083488	0.028710900909733	0.47993201462971	TRUE	3.70043971814109	Single Group Analysis
11723038_at	0.893084796083488	0.535644327747636	0.399156293086708	TRUE	3.70043971814109	Single Group Analysis
11723195_x_at	0.893084796083488	0.0935370577643625	0.567486071803607	TRUE	3.70043971814109	Single Group Analysis
11723784_a_at	0.893084796083488	0.572166633103974	0.979757942249998	TRUE	3.70043971814109	Single Group Analysis
11724148_at	0.893084796083488	0.176723468870856	0.590000316704158	TRUE	3.70043971814109	Single Group Analysis
11725429_at	0.893084796083488	0.132830507933628	0.158195444080979	TRUE	3.70043971814109	Single Group Analysis
11725436_a_at	0.893084796083488	0.742637992992066	0.486577599216718	TRUE	3.70043971814109	Single Group Analysis
11725964_a_at	0.893084796083488	0.0650245380969718	0.225394674791023	TRUE	3.70043971814109	Single Group Analysis
11726254_s_at	0.893084796083488	0.324464651959948	0.474198299710639	TRUE	3.70043971814109	Single Group Analysis
11728320_a_at	0.893084796083488	0.578984848607331	0.719688055616803	TRUE	3.70043971814109	Single Group Analysis
11728701_a_at	0.893084796083488	0.509240173374303	0.934609303022735	TRUE	3.70043971814109	Single Group Analysis
11728706_x_at	0.893084796083488	0.229256149528548	0.273258841343224	TRUE	3.70043971814109	Single Group Analysis
11730235_a_at	0.893084796083488	0.677423167364206	0.449668947575148	TRUE	3.70043971814109	Single Group Analysis
11732177_s_at	0.893084796083488	0.0807808892112225	0.913044457523152	TRUE	3.70043971814109	Single Group Analysis
11733020_s_at	0.893084796083488	0.638473897368647	0.334761304095853	TRUE	3.70043971814109	Single Group Analysis
11733083_s_at	0.893084796083488	0.695915667963214	0.0770931649245322	TRUE	3.70043971814109	Single Group Analysis
11733817_s_at	0.893084796083488	0.0221301503353752	0.812393457860686	TRUE	3.70043971814109	Single Group Analysis
11734658_s_at	0.893084796083488	0.103964702405967	0.902495759555604	TRUE	3.70043971814109	Single Group Analysis
11734751_x_at	0.893084796083488	0.306319415715057	0.715732412646525	TRUE	3.70043971814109	Single Group Analysis
11735989_s_at	0.893084796083488	0.10178924358217	0.143097262829077	TRUE	3.70043971814109	Single Group Analysis
11736002_s_at	0.893084796083488	0.452180583922658	0.0951886597271077	TRUE	3.70043971814109	Single Group Analysis
