gene	log2FoldChange	pvalue	padj	high_expression	median_expression	group
1056	1.26303440583379	0.408796436072793	0.266112686351873	TRUE	3.58496250072116	Single Group Analysis
1487	1.26303440583379	0.637867663171142	0.733366859772243	TRUE	3.58496250072116	Single Group Analysis
173	1.26303440583379	0.513913451194298	0.347284066903871	TRUE	3.58496250072116	Single Group Analysis
2121	1.26303440583379	0.781117634769063	0.289782187670935	TRUE	3.58496250072116	Single Group Analysis
4463	1.26303440583379	0.918509726290125	0.884920008521527	TRUE	3.58496250072116	Single Group Analysis
4477	1.26303440583379	0.794664345938247	0.773698020815849	TRUE	3.58496250072116	Single Group Analysis
4482	1.26303440583379	0.58211842353968	0.516585729586892	TRUE	3.58496250072116	Single Group Analysis
4485	1.26303440583379	0.976815209607128	0.591923525679857	TRUE	3.58496250072116	Single Group Analysis
4487	1.26303440583379	0.692758546790108	0.112174601282459	TRUE	3.58496250072116	Single Group Analysis
4491	1.26303440583379	0.0392788847060874	0.592824809031561	TRUE	3.58496250072116	Single Group Analysis
45	1.26303440583379	0.756661957669072	0.932540558978915	TRUE	3.58496250072116	Single Group Analysis
4522	1.26303440583379	0.0111316309403628	0.704664243242238	TRUE	3.58496250072116	Single Group Analysis
4524	1.26303440583379	0.237739204130601	0.259602981370874	TRUE	3.58496250072116	Single Group Analysis
4525	1.26303440583379	0.0470123672857881	0.588922526588198	TRUE	3.58496250072116	Single Group Analysis
5368	1.26303440583379	0.771528881390113	0.268548500379082	TRUE	3.58496250072116	Single Group Analysis
637	1.26303440583379	0.0651487522837706	0.799095249886625	TRUE	3.58496250072116	Single Group Analysis
7666	1.26303440583379	0.00464875551732257	0.898713502455503	TRUE	3.58496250072116	Single Group Analysis
9635	1.26303440583379	0.187872581919655	0.532759863877203	TRUE	3.58496250072116	Single Group Analysis
9768	1.26303440583379	0.706183505214751	0.712795056232251	TRUE	3.58496250072116	Single Group Analysis
10156	1.13750352374994	0.693161569445394	0.200007974642329	TRUE	3.4594316186373	Single Group Analysis
1033	1.13750352374994	0.180113768536132	0.477306441598572	TRUE	3.4594316186373	Single Group Analysis
1039	1.13750352374994	0.276756292402279	0.676655969993211	TRUE	3.4594316186373	Single Group Analysis
1042	1.13750352374994	0.803317335325759	0.591700375363231	TRUE	3.4594316186373	Single Group Analysis
1044	1.13750352374994	0.413871389528271	0.698900560443755	TRUE	3.4594316186373	Single Group Analysis
10705	1.13750352374994	0.540782734270673	0.364623029191047	TRUE	3.4594316186373	Single Group Analysis
10940	1.13750352374994	0.329512047160883	0.288002547723241	TRUE	3.4594316186373	Single Group Analysis
11032	1.13750352374994	0.609235694425646	0.434766619331203	TRUE	3.4594316186373	Single Group Analysis
11759	1.13750352374994	0.808687341885641	0.738067932859063	TRUE	3.4594316186373	Single Group Analysis
12145	1.13750352374994	0.076764638947323	0.555635048508178	TRUE	3.4594316186373	Single Group Analysis
12180	1.13750352374994	0.749807596166153	0.740525963302236	TRUE	3.4594316186373	Single Group Analysis
13243	1.13750352374994	0.0115105787245557	0.390463630399201	TRUE	3.4594316186373	Single Group Analysis
1389	1.13750352374994	0.553998398070224	0.747446229555644	TRUE	3.4594316186373	Single Group Analysis
14099	1.13750352374994	0.665965616755653	0.755978299691808	TRUE	3.4594316186373	Single Group Analysis
1480	1.13750352374994	0.605715094469953	0.826791847569868	TRUE	3.4594316186373	Single Group Analysis
14811	1.13750352374994	0.401551981864031	0.869683219233993	TRUE	3.4594316186373	Single Group Analysis
14818	1.13750352374994	0.0344203223022632	0.166327041302808	TRUE	3.4594316186373	Single Group Analysis
14823	1.13750352374994	0.73817069743434	0.874346736330539	TRUE	3.4594316186373	Single Group Analysis
1491	1.13750352374994	0.443390904672444	0.961723269911017	TRUE	3.4594316186373	Single Group Analysis
15514	1.13750352374994	0.366229720347095	0.39195059201261	TRUE	3.4594316186373	Single Group Analysis
1570	1.13750352374994	0.057257678378839	0.270078742758837	TRUE	3.4594316186373	Single Group Analysis
1788	1.13750352374994	0.418842200251762	0.707389083290938	TRUE	3.4594316186373	Single Group Analysis
2033	1.13750352374994	0.0962739227009006	0.713367212246172	TRUE	3.4594316186373	Single Group Analysis
2078	1.13750352374994	0.403663336765952	0.214347516060807	TRUE	3.4594316186373	Single Group Analysis
221	1.13750352374994	0.206770519678481	0.645784366468899	TRUE	3.4594316186373	Single Group Analysis
2247	1.13750352374994	0.957551381814294	0.732058263610583	TRUE	3.4594316186373	Single Group Analysis
2248	1.13750352374994	0.990255145813804	0.738221258660313	TRUE	3.4594316186373	Single Group Analysis
2338	1.13750352374994	0.974272811853793	0.366991982750595	TRUE	3.4594316186373	Single Group Analysis
2425	1.13750352374994	0.207660125760362	0.231043552325573	TRUE	3.4594316186373	Single Group Analysis
2827	1.13750352374994	0.891495869904291	0.636695079295896	TRUE	3.4594316186373	Single Group Analysis
