gene	log2FoldChange	pvalue	padj	high_expression	median_expression	group
200092_s_at	1.67807190511264	0.59478543945821	0.345338916864712	TRUE	4	Single Group Analysis
200099_s_at	1.67807190511264	0.945480335137807	0.0213739791475236	TRUE	4	Single Group Analysis
200633_at	1.67807190511264	0.930016863121185	0.825220588355791	TRUE	4	Single Group Analysis
200763_s_at	1.67807190511264	0.642160129407421	0.389503868914209	TRUE	4	Single Group Analysis
200926_at	1.67807190511264	0.139272576812655	0.745108102696482	TRUE	4	Single Group Analysis
201429_s_at	1.67807190511264	0.635774163659196	0.410869768163189	TRUE	4	Single Group Analysis
201550_x_at	1.67807190511264	0.356181767057627	0.643866974285804	TRUE	4	Single Group Analysis
202833_s_at	1.67807190511264	0.239087431069463	0.62060738919396	TRUE	4	Single Group Analysis
203889_at	1.67807190511264	0.822909665394574	0.720371334839147	TRUE	4	Single Group Analysis
204260_at	1.67807190511264	0.0872352381148376	0.533757394198794	TRUE	4	Single Group Analysis
207783_x_at	1.67807190511264	0.496437344538514	0.696420137916692	TRUE	4	Single Group Analysis
208695_s_at	1.67807190511264	0.346265996447299	0.67401541453274	TRUE	4	Single Group Analysis
208825_x_at	1.67807190511264	0.196381866810378	0.107849307683297	TRUE	4	Single Group Analysis
208834_x_at	1.67807190511264	0.138193397386465	0.0680553103461862	TRUE	4	Single Group Analysis
209660_at	1.67807190511264	0.496670857868623	0.159390212538186	TRUE	4	Single Group Analysis
210211_s_at	1.67807190511264	0.385818137621973	0.0884248940777034	TRUE	4	Single Group Analysis
211429_s_at	1.67807190511264	0.90506569534773	0.150119825209957	TRUE	4	Single Group Analysis
211858_x_at	1.67807190511264	0.36160863774363	0.922546204622835	TRUE	4	Single Group Analysis
211943_x_at	1.67807190511264	0.285109015344642	0.780413347893395	TRUE	4	Single Group Analysis
211956_s_at	1.67807190511264	0.035129460261669	0.426270423327573	TRUE	4	Single Group Analysis
212273_x_at	1.67807190511264	0.59357824528357	0.799385684504639	TRUE	4	Single Group Analysis
212284_x_at	1.67807190511264	0.403186460618861	0.0117226624265313	TRUE	4	Single Group Analysis
212869_x_at	1.67807190511264	0.225754972032271	0.84491940688109	TRUE	4	Single Group Analysis
213084_x_at	1.67807190511264	0.623915119589306	0.467677969840821	TRUE	4	Single Group Analysis
213477_x_at	1.67807190511264	0.165541788243223	0.101595044315793	TRUE	4	Single Group Analysis
213614_x_at	1.67807190511264	0.704260511873756	0.739811787902378	TRUE	4	Single Group Analysis
214327_x_at	1.67807190511264	0.387885371061042	0.836247062652372	TRUE	4	Single Group Analysis
214328_s_at	1.67807190511264	0.320122792131733	0.523308634086512	TRUE	4	Single Group Analysis
214548_x_at	1.67807190511264	0.17753554451745	0.729426241056994	TRUE	4	Single Group Analysis
216520_s_at	1.67807190511264	0.24267196090566	0.996401382701006	TRUE	4	Single Group Analysis
217801_at	1.67807190511264	0.25804426777456	0.433785365247168	TRUE	4	Single Group Analysis
AFFX-CreX-3_at	1.67807190511264	0.177897143467329	0.747647860086523	TRUE	4	Single Group Analysis
AFFX-CreX-5_at	1.67807190511264	0.147198455738835	0.0221977339228615	TRUE	4	Single Group Analysis
AFFX-hum_alu_at	1.67807190511264	0.613388528826181	0.441507390606683	TRUE	4	Single Group Analysis
AFFX-r2-P1-cre-3_at	1.67807190511264	0.266516361023299	0.762208085964434	TRUE	4	Single Group Analysis
AFFX-r2-P1-cre-5_at	1.67807190511264	0.357043646420352	0.322112037841231	TRUE	4	Single Group Analysis
200003_s_at	1.58496250072116	0.795665670315269	0.8643990847799	TRUE	3.90689059560852	Single Group Analysis
200012_x_at	1.58496250072116	0.853252448974177	0.100359105895739	TRUE	3.90689059560852	Single Group Analysis
200026_at	1.58496250072116	0.637824043616652	0.0721153793013655	TRUE	3.90689059560852	Single Group Analysis
200034_s_at	1.58496250072116	0.674490573037881	0.534785376416054	TRUE	3.90689059560852	Single Group Analysis
200038_s_at	1.58496250072116	0.540806664146017	0.577427143475041	TRUE	3.90689059560852	Single Group Analysis
200061_s_at	1.58496250072116	0.76418081819173	0.0444173235278577	TRUE	3.90689059560852	Single Group Analysis
200077_s_at	1.58496250072116	0.772540344316047	0.388890173941851	TRUE	3.90689059560852	Single Group Analysis
200081_s_at	1.58496250072116	0.915787089293823	0.262217614891008	TRUE	3.90689059560852	Single Group Analysis
200088_x_at	1.58496250072116	0.0788366825738922	0.990376579753589	TRUE	3.90689059560852	Single Group Analysis
200095_x_at	1.58496250072116	0.250752479657065	0.852746550905518	TRUE	3.90689059560852	Single Group Analysis
200603_at	1.58496250072116	0.221135360996239	0.299007090018596	TRUE	3.90689059560852	Single Group Analysis
200663_at	1.58496250072116	0.438598422222305	0.776603066414595	TRUE	3.90689059560852	Single Group Analysis
200674_s_at	1.58496250072116	0.463058360663708	0.488797319154721	TRUE	3.90689059560852	Single Group Analysis
200741_s_at	1.58496250072116	0.824832793042529	0.8536310753976	TRUE	3.90689059560852	Single Group Analysis
200781_s_at	1.58496250072116	0.824504690899048	0.0932165023707785	TRUE	3.90689059560852	Single Group Analysis
200801_x_at	1.58496250072116	0.348501261137892	0.39191824843362	TRUE	3.90689059560852	Single Group Analysis
200834_s_at	1.58496250072116	0.73603231709078	0.431426592062227	TRUE	3.90689059560852	Single Group Analysis
200858_s_at	1.58496250072116	0.356760888211895	0.27620104163792	TRUE	3.90689059560852	Single Group Analysis
200967_at	1.58496250072116	0.924951356231701	0.8039819351919	TRUE	3.90689059560852	Single Group Analysis
201022_s_at	1.58496250072116	0.638581226986367	0.573107748460956	TRUE	3.90689059560852	Single Group Analysis
201049_s_at	1.58496250072116	0.252766052586026	0.619951429354958	TRUE	3.90689059560852	Single Group Analysis
201116_s_at	1.58496250072116	0.936327099262737	0.960189098239411	TRUE	3.90689059560852	Single Group Analysis
201117_s_at	1.58496250072116	0.0459860413661227	0.260544018885586	TRUE	3.90689059560852	Single Group Analysis
201134_x_at	1.58496250072116	0.644113152204547	0.377744810102042	TRUE	3.90689059560852	Single Group Analysis
201217_x_at	1.58496250072116	0.368140478277579	0.816361560241319	TRUE	3.90689059560852	Single Group Analysis
201254_x_at	1.58496250072116	0.612050991838332	0.629176778308116	TRUE	3.90689059560852	Single Group Analysis
201427_s_at	1.58496250072116	0.531422490474302	0.495061378332786	TRUE	3.90689059560852	Single Group Analysis
201665_x_at	1.58496250072116	0.144495072504971	0.646550543757621	TRUE	3.90689059560852	Single Group Analysis
201839_s_at	1.58496250072116	0.970727329093963	0.129950844259001	TRUE	3.90689059560852	Single Group Analysis
202336_s_at	1.58496250072116	0.644933513754048	0.85868511344865	TRUE	3.90689059560852	Single Group Analysis
203034_s_at	1.58496250072116	0.200539129855111	0.638937221525237	TRUE	3.90689059560852	Single Group Analysis
204102_s_at	1.58496250072116	0.217619838447776	0.445511491667479	TRUE	3.90689059560852	Single Group Analysis
204892_x_at	1.58496250072116	0.987776951666921	0.507523541747592	TRUE	3.90689059560852	Single Group Analysis
205174_s_at	1.58496250072116	0.353704785855953	0.335998329984024	TRUE	3.90689059560852	Single Group Analysis
205216_s_at	1.58496250072116	0.564190624918323	0.144995923838578	TRUE	3.90689059560852	Single Group Analysis
206559_x_at	1.58496250072116	0.365852948893327	0.520795192495454	TRUE	3.90689059560852	Single Group Analysis
207243_s_at	1.58496250072116	0.691035263018683	0.262963485803921	TRUE	3.90689059560852	Single Group Analysis
208645_s_at	1.58496250072116	0.652175953823142	0.497134832879528	TRUE	3.90689059560852	Single Group Analysis
208856_x_at	1.58496250072116	0.532113284844905	0.425642804580741	TRUE	3.90689059560852	Single Group Analysis
208904_s_at	1.58496250072116	0.490586543460842	0.642275105459616	TRUE	3.90689059560852	Single Group Analysis
208905_at	1.58496250072116	0.681503185550217	0.0703630605959333	TRUE	3.90689059560852	Single Group Analysis
209118_s_at	1.58496250072116	0.609134068671148	0.555654771183152	TRUE	3.90689059560852	Single Group Analysis
209392_at	1.58496250072116	0.755094578253105	0.21527602213202	TRUE	3.90689059560852	Single Group Analysis
210095_s_at	1.58496250072116	0.948086644182447	0.583466964868363	TRUE	3.90689059560852	Single Group Analysis
210646_x_at	1.58496250072116	0.0794865644420497	0.407544030178804	TRUE	3.90689059560852	Single Group Analysis
211073_x_at	1.58496250072116	0.733779614570085	0.647014966535848	TRUE	3.90689059560852	Single Group Analysis
211296_x_at	1.58496250072116	0.300292952752206	0.368684289249126	TRUE	3.90689059560852	Single Group Analysis
211720_x_at	1.58496250072116	0.285077986254357	0.0598692312040366	TRUE	3.90689059560852	Single Group Analysis
211969_at	1.58496250072116	0.0805807023639791	0.466466531519778	TRUE	3.90689059560852	Single Group Analysis
211970_x_at	1.58496250072116	0.737244931875728	0.427608329775743	TRUE	3.90689059560852	Single Group Analysis
