gene	log2FoldChange	pvalue	padj	high_expression	median_expression	group
A_24_P187706	2.58496250072116	0.460500290357042	0.512084642351605	TRUE	2.58496250072116	Single Group Analysis
A_23_P125748	2.32192809488736	0.141240893175825	0.121747892166022	TRUE	2.32192809488736	Single Group Analysis
A_23_P154411	2.32192809488736	0.626597433360759	0.180023507752921	TRUE	2.32192809488736	Single Group Analysis
A_23_P157527	2.32192809488736	0.811198204690125	0.627276382461656	TRUE	2.32192809488736	Single Group Analysis
A_23_P17269	2.32192809488736	0.75355821421789	0.398235631192569	TRUE	2.32192809488736	Single Group Analysis
A_23_P255714	2.32192809488736	0.822526924252044	0.583670079282019	TRUE	2.32192809488736	Single Group Analysis
A_23_P324453	2.32192809488736	0.177309444327373	0.644154979760293	TRUE	2.32192809488736	Single Group Analysis
A_23_P3302	2.32192809488736	0.935882771872915	0.621509238354396	TRUE	2.32192809488736	Single Group Analysis
A_23_P333038	2.32192809488736	0.0193192899320275	0.249990252573043	TRUE	2.32192809488736	Single Group Analysis
A_23_P359052	2.32192809488736	0.789221966516227	0.503044938845094	TRUE	2.32192809488736	Single Group Analysis
A_23_P50108	2.32192809488736	0.0369267216078006	0.492545262220781	TRUE	2.32192809488736	Single Group Analysis
A_23_P59855	2.32192809488736	0.0817130357446149	0.469248600507621	TRUE	2.32192809488736	Single Group Analysis
A_23_P82990	2.32192809488736	0.379204675402492	0.931071400705725	TRUE	2.32192809488736	Single Group Analysis
A_23_P94397	2.32192809488736	0.227979164299089	0.651498097534757	TRUE	2.32192809488736	Single Group Analysis
A_24_P11100	2.32192809488736	0.954746851033065	0.159816147542559	TRUE	2.32192809488736	Single Group Analysis
A_24_P179183	2.32192809488736	0.772813773535192	0.997917473123874	TRUE	2.32192809488736	Single Group Analysis
A_24_P23445	2.32192809488736	0.820740416060202	0.897305119011085	TRUE	2.32192809488736	Single Group Analysis
A_24_P290502	2.32192809488736	0.200201229345053	0.588885136274155	TRUE	2.32192809488736	Single Group Analysis
A_24_P307695	2.32192809488736	0.742838000685908	0.278329221158754	TRUE	2.32192809488736	Single Group Analysis
A_24_P409971	2.32192809488736	0.507874807426706	0.954543969913851	TRUE	2.32192809488736	Single Group Analysis
A_32_P109036	2.32192809488736	0.478622047514655	0.105686088452581	TRUE	2.32192809488736	Single Group Analysis
A_32_P148824	2.32192809488736	0.474153478132095	0.593557141431142	TRUE	2.32192809488736	Single Group Analysis
A_32_P216369	2.32192809488736	0.989025488683954	0.930455638846848	TRUE	2.32192809488736	Single Group Analysis
A_32_P61439	2.32192809488736	0.603298204479273	0.598673492567148	TRUE	2.32192809488736	Single Group Analysis
A_23_P106131	2	0.733806230584625	0.980907758307178	TRUE	2	Single Group Analysis
A_23_P106162	2	0.599114930963144	0.366382056041155	TRUE	2	Single Group Analysis
A_23_P108534	2	0.201799666664563	0.741806615251116	TRUE	2	Single Group Analysis
A_23_P115597	2	0.368212979637552	0.793854406422935	TRUE	2	Single Group Analysis
A_23_P117851	2	0.387754258887377	0.104991602499504	TRUE	2	Single Group Analysis
A_23_P122615	2	0.919880109230056	0.532513513078913	TRUE	2	Single Group Analysis
A_23_P136909	2	0.96379671981046	0.538844974135049	TRUE	2	Single Group Analysis
A_23_P145424	2	0.252985174390953	0.728179676586296	TRUE	2	Single Group Analysis
A_23_P161583	2	0.550003390845377	0.970184623017907	TRUE	2	Single Group Analysis
A_23_P19663	2	0.182528965283185	0.0303548826952465	TRUE	2	Single Group Analysis
A_23_P210675	2	0.0233316868874244	0.803419204366393	TRUE	2	Single Group Analysis
A_23_P216023	2	0.72886150027439	0.314413950025104	TRUE	2	Single Group Analysis
A_23_P23611	2	0.82691081611719	0.510841973712202	TRUE	2	Single Group Analysis
A_23_P252052	2	0.408871641696431	0.952314668405801	TRUE	2	Single Group Analysis
A_23_P253524	2	0.65082179088844	0.370123329999857	TRUE	2	Single Group Analysis
A_23_P257911	2	0.239324853243306	0.512714670723304	TRUE	2	Single Group Analysis
A_23_P326931	2	0.493540800245013	0.0655208041723818	TRUE	2	Single Group Analysis
A_23_P331072	2	0.722973301911727	0.844687760371249	TRUE	2	Single Group Analysis
A_23_P348159	2	0.722440234567504	0.442042048256844	TRUE	2	Single Group Analysis
A_23_P360340	2	0.692798043027986	0.593873801225796	TRUE	2	Single Group Analysis
A_23_P363206	2	0.905795043019112	0.861758329717908	TRUE	2	Single Group Analysis
A_23_P383325	2	0.366126696917228	0.339725219620857	TRUE	2	Single Group Analysis
A_23_P384056	2	0.775035321256146	0.74712685364671	TRUE	2	Single Group Analysis
A_23_P392476	2	0.298380681428593	0.55902935507521	TRUE	2	Single Group Analysis
A_23_P396981	2	0.66699443409266	0.27617613211181	TRUE	2	Single Group Analysis
A_23_P39814	2	0.714581924125086	0.352958127225749	TRUE	2	Single Group Analysis
A_23_P40059	2	0.486423770810012	0.508739150787704	TRUE	2	Single Group Analysis
A_23_P411335	2	0.830443758138921	0.155504319726489	TRUE	2	Single Group Analysis
A_23_P411881	2	0.300921414054465	0.762737155469134	TRUE	2	Single Group Analysis
A_23_P42784	2	0.579965827338863	0.758529059331398	TRUE	2	Single Group Analysis
A_23_P429998	2	0.776859477454796	0.55200692839548	TRUE	2	Single Group Analysis
A_23_P46936	2	0.916105001535732	0.856733917505015	TRUE	2	Single Group Analysis
A_23_P501080	2	0.705687972947955	0.451368437172379	TRUE	2	Single Group Analysis
A_23_P5234	2	0.616228510835674	0.0976111903777346	TRUE	2	Single Group Analysis
A_23_P52846	2	0.60653958653938	0.251235247650649	TRUE	2	Single Group Analysis
A_23_P59388	2	0.575653872883879	0.212334415994585	TRUE	2	Single Group Analysis
A_23_P66260	2	0.90185974360304	0.468587407344487	TRUE	2	Single Group Analysis
A_23_P84070	2	0.531596453771461	0.246499880048446	TRUE	2	Single Group Analysis
A_23_P89145	2	0.49383358128462	0.105109894167632	TRUE	2	Single Group Analysis
A_23_P91250	2	0.696187212934718	0.314620880568866	TRUE	2	Single Group Analysis
A_23_P92370	2	0.194018418209627	0.201217992980964	TRUE	2	Single Group Analysis
A_23_P92467	2	0.908735800559632	0.465008195878007	TRUE	2	Single Group Analysis
A_23_P92765	2	0.518406666833442	0.414235394385178	TRUE	2	Single Group Analysis
A_23_P98565	2	0.125181515120435	0.08419752326468	TRUE	2	Single Group Analysis
A_24_P111096	2	0.172473411567509	0.48878652673075	TRUE	2	Single Group Analysis
A_24_P175188	2	0.624351263781544	0.488754729674198	TRUE	2	Single Group Analysis
A_24_P179611	2	0.363781567739323	0.523638776394539	TRUE	2	Single Group Analysis
A_24_P195821	2	0.649834058701061	0.473817305255681	TRUE	2	Single Group Analysis
A_24_P203630	2	0.332894125520717	0.964645922966301	TRUE	2	Single Group Analysis
A_24_P205045	2	0.712757629436906	0.473738512381446	TRUE	2	Single Group Analysis
A_24_P290585	2	0.379611616660841	0.622122756032273	TRUE	2	Single Group Analysis
A_24_P333644	2	0.230243532471359	0.624272151870187	TRUE	2	Single Group Analysis
A_24_P336931	2	0.479604424386285	0.884234114031307	TRUE	2	Single Group Analysis
A_24_P337546	2	0.437481130291708	0.734645608884282	TRUE	2	Single Group Analysis
A_24_P341089	2	0.435110364285298	0.750233369212132	TRUE	2	Single Group Analysis
A_24_P349196	2	0.905695700018201	0.938603841102682	TRUE	2	Single Group Analysis
A_24_P367864	2	0.519103584718425	0.854492177964188	TRUE	2	Single Group Analysis
A_24_P391591	2	0.437565551975276	0.0549579356587492	TRUE	2	Single Group Analysis
A_24_P410399	2	0.172872737528291	0.0286935076937079	TRUE	2	Single Group Analysis
A_24_P529168	2	0.456776408917271	0.284079087070655	TRUE	2	Single Group Analysis
A_24_P579482	2	0.574133132837713	0.882203009861521	TRUE	2	Single Group Analysis
A_24_P64241	2	0.895830329604913	0.613592568517197	TRUE	2	Single Group Analysis
A_24_P668974	2	0.638283079709858	0.941976669012569	TRUE	2	Single Group Analysis
A_24_P712350	2	0.71590120651992	0.587299781567883	TRUE	2	Single Group Analysis
A_24_P738130	2	0.481759605415165	0.298363546370063	TRUE	2	Single Group Analysis
A_24_P842016	2	0.947404709191527	0.778190461750142	TRUE	2	Single Group Analysis
A_24_P851132	2	0.708622790542431	0.0470512345116586	TRUE	2	Single Group Analysis
A_24_P886336	2	0.934670553037897	0.419150294840802	TRUE	2	Single Group Analysis
A_24_P920344	2	0.0302837534504943	0.622097349012736	TRUE	2	Single Group Analysis
A_24_P940725	2	0.795595317634288	0.161069491958711	TRUE	2	Single Group Analysis
A_32_P10403	2	0.776017555920407	0.910480898058508	TRUE	2	Single Group Analysis
A_32_P119604	2	0.00928351210290566	0.339296322195325	TRUE	2	Single Group Analysis
A_32_P122136	2	0.566972689491231	0.707119735330343	TRUE	2	Single Group Analysis
A_32_P13151	2	0.31329437580565	0.696682212620974	TRUE	2	Single Group Analysis
A_32_P134634	2	0.740818710416555	0.285666088779923	TRUE	2	Single Group Analysis
A_32_P135790	2	0.428299893739168	0.292271678241435	TRUE	2	Single Group Analysis
A_32_P14178	2	0.158058063629549	0.516200629010331	TRUE	2	Single Group Analysis
A_32_P144326	2	0.0862126372382045	0.583681918974966	TRUE	2	Single Group Analysis
A_32_P150086	2	0.234533365315292	0.867237208798993	TRUE	2	Single Group Analysis
A_32_P15288	2	0.261130719553214	0.484691982247867	TRUE	2	Single Group Analysis
A_32_P154445	2	0.852278274354059	0.299701664502732	TRUE	2	Single Group Analysis
A_32_P159023	2	0.724336415080819	0.0997165030930191	TRUE	2	Single Group Analysis
A_32_P194182	2	0.370656024165917	0.21037023805175	TRUE	2	Single Group Analysis
A_32_P205913	2	0.7390952284378	0.190292966447305	TRUE	2	Single Group Analysis
A_32_P209208	2	0.554903895593248	0.0453918694672175	TRUE	2	Single Group Analysis
A_32_P227648	2	0.847981096220668	0.689716545967851	TRUE	2	Single Group Analysis
A_32_P29149	2	0.865311809318606	0.015263190003112	TRUE	2	Single Group Analysis
A_32_P34404	2	0.272656330562197	0.178732974018436	TRUE	2	Single Group Analysis
A_32_P35256	2	0.600400260883849	0.625490575779695	TRUE	2	Single Group Analysis
A_32_P47543	2	0.458032029348426	0.908225181299262	TRUE	2	Single Group Analysis
A_32_P55871	2	0.0295333170304075	0.80442587685585	TRUE	2	Single Group Analysis
A_32_P58361	2	0.9809995671059	0.967094637664966	TRUE	2	Single Group Analysis
A_32_P67747	2	0.110984459444415	0.100795014469884	TRUE	2	Single Group Analysis
A_32_P74847	2	0.672858837351669	0.464546304716263	TRUE	2	Single Group Analysis
A_32_P81173	2	0.993427077001426	0.813878732271958	TRUE	2	Single Group Analysis
A_32_P81806	2	0.0563684371099807	0.128376685362309	TRUE	2	Single Group Analysis
A_32_P82863	2	0.130784851442091	0.0749909024643712	TRUE	2	Single Group Analysis
A_32_P86135	2	0.170011463218369	0.0865532815139741	TRUE	2	Single Group Analysis
A_23_P103971	1.58496250072116	0.128669066037051	0.86042750947224	TRUE	1.58496250072116	Single Group Analysis
A_23_P104224	1.58496250072116	0.822022077867296	0.817975309948437	TRUE	1.58496250072116	Single Group Analysis
A_23_P105276	1.58496250072116	0.618914194596466	0.735643318359274	TRUE	1.58496250072116	Single Group Analysis
A_23_P105651	1.58496250072116	0.28906941389665	0.0776564167123288	TRUE	1.58496250072116	Single Group Analysis
A_23_P105664	1.58496250072116	0.978376843334176	0.434045228533912	TRUE	1.58496250072116	Single Group Analysis
A_23_P105873	1.58496250072116	0.119020885081496	0.576850453323219	TRUE	1.58496250072116	Single Group Analysis
A_23_P109322	1.58496250072116	0.998292093575001	0.0870701825292781	TRUE	1.58496250072116	Single Group Analysis
A_23_P110090	1.58496250072116	0.56207508419361	0.396810445203912	TRUE	1.58496250072116	Single Group Analysis
A_23_P110433	1.58496250072116	0.110691377492156	0.0776206069448963	TRUE	1.58496250072116	Single Group Analysis
A_23_P11201	1.58496250072116	0.31670247067837	0.139110200627707	TRUE	1.58496250072116	Single Group Analysis
A_23_P113351	1.58496250072116	0.863790727695916	0.399783387850504	TRUE	1.58496250072116	Single Group Analysis
A_23_P113972	1.58496250072116	0.646750591650605	0.87511003740551	TRUE	1.58496250072116	Single Group Analysis
A_23_P116578	1.58496250072116	0.142295535324607	0.997285248903092	TRUE	1.58496250072116	Single Group Analysis
A_23_P118195	1.58496250072116	0.0641591967283748	0.167563054544386	TRUE	1.58496250072116	Single Group Analysis
