gene	log2FoldChange	pvalue	padj	high_expression	median_expression	group
AFFX-hum_alu_at	1.41503749927884	0.632901868045796	0.84724788339017	TRUE	4	Single Group Analysis
1553538_s_at	1.32192809488736	0.683285037380178	0.0820305095138028	TRUE	3.90689059560852	Single Group Analysis
200003_s_at	1.32192809488736	0.878813040851615	0.183795308196452	TRUE	3.90689059560852	Single Group Analysis
200674_s_at	1.32192809488736	0.82556933682505	0.193857401824556	TRUE	3.90689059560852	Single Group Analysis
200741_s_at	1.32192809488736	0.358883826972917	0.590693670807406	TRUE	3.90689059560852	Single Group Analysis
200763_s_at	1.32192809488736	0.286415774428751	0.716007029018365	TRUE	3.90689059560852	Single Group Analysis
200781_s_at	1.32192809488736	0.90150249034306	0.276295487082098	TRUE	3.90689059560852	Single Group Analysis
200801_x_at	1.32192809488736	0.637284640376456	0.231467529422604	TRUE	3.90689059560852	Single Group Analysis
200926_at	1.32192809488736	0.36211510998616	0.0279769182540476	TRUE	3.90689059560852	Single Group Analysis
201891_s_at	1.32192809488736	0.239102736486122	0.996260232127737	TRUE	3.90689059560852	Single Group Analysis
209138_x_at	1.32192809488736	0.609864647179842	0.141614933179226	TRUE	3.90689059560852	Single Group Analysis
209140_x_at	1.32192809488736	0.883359082578216	0.82741912961984	TRUE	3.90689059560852	Single Group Analysis
211296_x_at	1.32192809488736	0.236988790017553	0.126546421682462	TRUE	3.90689059560852	Single Group Analysis
211430_s_at	1.32192809488736	0.955313114503399	0.860040743768215	TRUE	3.90689059560852	Single Group Analysis
211911_x_at	1.32192809488736	0.451388488411438	0.380303594466299	TRUE	3.90689059560852	Single Group Analysis
211990_at	1.32192809488736	0.985949281877372	0.757948584418744	TRUE	3.90689059560852	Single Group Analysis
212788_x_at	1.32192809488736	0.685230379352812	0.486290832247585	TRUE	3.90689059560852	Single Group Analysis
213867_x_at	1.32192809488736	0.9568157953755	0.678341144048609	TRUE	3.90689059560852	Single Group Analysis
