gene	log2FoldChange	pvalue	padj	high_expression	median_expression	group
7917645	1.48542682717024	0.373831692247186	0.120832548873965	TRUE	3.8073549220576	Single Group Analysis
7978905	1.48542682717024	0.924271384260152	0.257516028277576	TRUE	3.8073549220576	Single Group Analysis
7942791	1.37851162325373	0.679972964315675	0.432741632866673	TRUE	3.70043971814109	Single Group Analysis
7946565	1.37851162325373	0.765063161241356	0.808895287864376	TRUE	3.70043971814109	Single Group Analysis
7969792	1.37851162325373	0.215550155649427	0.640363575380296	TRUE	3.70043971814109	Single Group Analysis
8106096	1.37851162325373	0.735938085887115	0.202585782960057	TRUE	3.70043971814109	Single Group Analysis
8112916	1.37851162325373	0.715318382862024	0.340380019726232	TRUE	3.70043971814109	Single Group Analysis
8120249	1.37851162325373	0.565253028057516	0.577449527193792	TRUE	3.70043971814109	Single Group Analysis
8136807	1.37851162325373	0.131230672009289	0.270484387652949	TRUE	3.70043971814109	Single Group Analysis
8138531	1.37851162325373	0.640631561449729	0.266399752607103	TRUE	3.70043971814109	Single Group Analysis
8158952	1.37851162325373	0.820791983658913	0.761675499150995	TRUE	3.70043971814109	Single Group Analysis
8165646	1.37851162325373	0.655102619124576	0.17199696692219	TRUE	3.70043971814109	Single Group Analysis
8165661	1.37851162325373	0.277598078003153	0.555352042831015	TRUE	3.70043971814109	Single Group Analysis
8165665	1.37851162325373	0.126501922394149	0.738212157388683	TRUE	3.70043971814109	Single Group Analysis
8165690	1.37851162325373	0.152692495008465	0.505144346236717	TRUE	3.70043971814109	Single Group Analysis
8174970	1.37851162325373	0.944365499769803	0.249169874990359	TRUE	3.70043971814109	Single Group Analysis
7903414	1.26303440583379	0.239411209365353	0.27930131146498	TRUE	3.58496250072116	Single Group Analysis
7904486	1.26303440583379	0.70519032987766	0.838182794474065	TRUE	3.58496250072116	Single Group Analysis
7904506	1.26303440583379	0.881201908554882	0.247250592053402	TRUE	3.58496250072116	Single Group Analysis
7904562	1.26303440583379	0.300950006565545	0.08860580020817	TRUE	3.58496250072116	Single Group Analysis
7911335	1.26303440583379	0.571005169519689	0.418866246774327	TRUE	3.58496250072116	Single Group Analysis
7911337	1.26303440583379	0.140170390955172	0.256083584368695	TRUE	3.58496250072116	Single Group Analysis
7942586	1.26303440583379	0.867777148337569	0.944696917761583	TRUE	3.58496250072116	Single Group Analysis
7952325	1.26303440583379	0.374508425515611	0.68794543381501	TRUE	3.58496250072116	Single Group Analysis
7954310	1.26303440583379	0.387507294877898	0.392193323029205	TRUE	3.58496250072116	Single Group Analysis
7967620	1.26303440583379	0.522360279398505	0.341377659259364	TRUE	3.58496250072116	Single Group Analysis
7973871	1.26303440583379	0.764572873916943	0.137958482895512	TRUE	3.58496250072116	Single Group Analysis
7986765	1.26303440583379	0.38010742660379	0.0770400841650553	TRUE	3.58496250072116	Single Group Analysis
7997489	1.26303440583379	0.648097156018019	0.589911065314431	TRUE	3.58496250072116	Single Group Analysis
8027884	1.26303440583379	0.755343399555888	0.253761346859392	TRUE	3.58496250072116	Single Group Analysis
8040338	1.26303440583379	0.653713390455116	0.667802156148944	TRUE	3.58496250072116	Single Group Analysis
8061136	1.26303440583379	0.691683905452024	0.157245692879427	TRUE	3.58496250072116	Single Group Analysis
8083032	1.26303440583379	0.0285126241026446	0.275893913687207	TRUE	3.58496250072116	Single Group Analysis
8107470	1.26303440583379	0.504627210997511	0.977482289039996	TRUE	3.58496250072116	Single Group Analysis
8109821	1.26303440583379	0.420233325948939	0.128153855941724	TRUE	3.58496250072116	Single Group Analysis
8113120	1.26303440583379	0.373929899215698	0.649195292941295	TRUE	3.58496250072116	Single Group Analysis
8148057	1.26303440583379	0.73459444002388	0.250236255985685	TRUE	3.58496250072116	Single Group Analysis
8165644	1.26303440583379	0.693109672585502	0.484871240910608	TRUE	3.58496250072116	Single Group Analysis
8165650	1.26303440583379	0.312019295736682	0.91853450360056	TRUE	3.58496250072116	Single Group Analysis
8165669	1.26303440583379	0.55494742429303	0.955030327249318	TRUE	3.58496250072116	Single Group Analysis
8165674	1.26303440583379	0.318466979250777	0.444188541391399	TRUE	3.58496250072116	Single Group Analysis
8165686	1.26303440583379	0.311702087095939	0.696886200959329	TRUE	3.58496250072116	Single Group Analysis
8165694	1.26303440583379	0.885042431406677	0.527830030718353	TRUE	3.58496250072116	Single Group Analysis
8165696	1.26303440583379	0.837796737018507	0.647969012307003	TRUE	3.58496250072116	Single Group Analysis
8165707	1.26303440583379	0.837267180709168	0.847946328610182	TRUE	3.58496250072116	Single Group Analysis
8169350	1.26303440583379	0.0462481023608707	0.329871411224362	TRUE	3.58496250072116	Single Group Analysis
8170360	1.26303440583379	0.320971412516199	0.146077544956002	TRUE	3.58496250072116	Single Group Analysis
7900157	1.13750352374994	0.973828465874773	0.936365245227702	TRUE	3.4594316186373	Single Group Analysis
7904726	1.13750352374994	0.262315668498632	0.778358142362908	TRUE	3.4594316186373	Single Group Analysis
7904881	1.13750352374994	0.658005659413524	0.232402271937579	TRUE	3.4594316186373	Single Group Analysis
7911343	1.13750352374994	0.581536168943625	0.99863241230743	TRUE	3.4594316186373	Single Group Analysis
7912198	1.13750352374994	0.937612958975602	0.0018277735277079	TRUE	3.4594316186373	Single Group Analysis
7916562	1.13750352374994	0.953215248388704	0.0929708028915338	TRUE	3.4594316186373	Single Group Analysis
7918825	1.13750352374994	0.570189032830298	0.326144284110516	TRUE	3.4594316186373	Single Group Analysis
7919436	1.13750352374994	0.695402030978817	0.964726713714655	TRUE	3.4594316186373	Single Group Analysis
7920123	1.13750352374994	0.251074236609973	0.749598576196469	TRUE	3.4594316186373	Single Group Analysis
7930777	1.13750352374994	0.397716443473473	0.453725838242099	TRUE	3.4594316186373	Single Group Analysis
7934906	1.13750352374994	0.611963317974471	0.143046507810708	TRUE	3.4594316186373	Single Group Analysis
7938777	1.13750352374994	0.874130136615131	0.395999983564485	TRUE	3.4594316186373	Single Group Analysis
7952129	1.13750352374994	0.984485682936385	0.229204555904958	TRUE	3.4594316186373	Single Group Analysis
7958130	1.13750352374994	0.543467552936636	0.721219122892246	TRUE	3.4594316186373	Single Group Analysis
7958197	1.13750352374994	0.45302405347256	0.0473471199474297	TRUE	3.4594316186373	Single Group Analysis
7962537	1.13750352374994	0.111951904077549	0.82669384322362	TRUE	3.4594316186373	Single Group Analysis
7965467	1.13750352374994	0.428176976846065	0.898674347794149	TRUE	3.4594316186373	Single Group Analysis
7966534	1.13750352374994	0.997002585964277	0.47351476140134	TRUE	3.4594316186373	Single Group Analysis
7967563	1.13750352374994	0.586225501324981	0.579114828466438	TRUE	3.4594316186373	Single Group Analysis
7969574	1.13750352374994	0.18185850098962	0.0187912405095994	TRUE	3.4594316186373	Single Group Analysis
7971375	1.13750352374994	0.0409959912868217	0.664477001865394	TRUE	3.4594316186373	Single Group Analysis
